1;industrial_complex;2944.00;10.10;1363.00;5.77;0
1;industrial_complex;2948.00;9.80;1354.00;2.16;0
1;industrial_complex;2952.00;11.25;1366.00;5.17;0
1;industrial_complex;2951.00;11.57;1368.00;0.09;0
1;industrial_complex;2943.00;10.45;1367.00;4.22;0
1;industrial_complex;2944.00;11.07;1367.00;0.60;0
1;arms_factory;2948.00;11.18;1360.00;2.16;0
1;arms_factory;2946.00;10.70;1362.00;0.00;0
1;arms_factory;2947.00;11.32;1362.00;2.66;0
1;arms_factory;2948.00;9.88;1355.00;0.50;0
1;arms_factory;2948.00;9.88;1355.00;0.60;0
1;arms_factory;2951.00;11.65;1367.00;4.73;0
1;dockyard;2943.00;9.50;1361.00;-0.79;0
1;air_base;2948.00;13.78;1367.00;3.78;0
1;naval_base;2941.00;9.50;1361.00;-0.79;5579
1;naval_base;2951.00;9.63;1373.00;-3.00;5555
1;naval_base;2942.00;9.63;1366.00;-1.19;5579
1;bunker;2945.00;10.55;1363.00;1.12;0
1;bunker;2947.00;9.68;1354.00;5.24;0
1;bunker;2949.00;12.40;1369.00;0.16;0
1;coastal_bunker;2954.00;9.70;1370.00;0.98;0
1;coastal_bunker;2942.00;9.63;1367.00;-1.19;0
1;coastal_bunker;2948.00;9.50;1352.00;-0.79;0
1;anti_air_building;2949.00;12.00;1360.00;4.89;0
1;anti_air_building;2949.00;12.80;1363.00;2.73;0
1;anti_air_building;2949.00;12.80;1363.00;4.29;0
1;radar_station;2940.00;9.50;1360.00;4.89;0
1;rocket_site;2944.00;9.50;1357.00;3.34;0
1;nuclear_reactor;2951.00;11.40;1369.00;1.17;0
1;synthetic_refinery;2948.00;13.78;1367.00;2.74;0
2;industrial_complex;3011.00;9.70;1350.00;5.17;0
2;industrial_complex;2999.00;10.30;1368.00;0.09;0
2;industrial_complex;2991.00;10.35;1371.00;4.22;0
2;industrial_complex;3004.00;9.68;1354.00;0.60;0
2;industrial_complex;3001.00;10.13;1368.00;2.16;0
2;industrial_complex;2993.00;10.65;1371.00;0.00;0
2;arms_factory;3006.00;9.70;1354.00;2.66;0
2;arms_factory;2999.00;10.28;1369.00;0.50;0
2;arms_factory;3017.00;11.98;1358.00;0.60;0
2;arms_factory;3007.00;9.73;1354.00;4.73;0
2;arms_factory;3010.00;9.57;1349.00;1.11;0
2;arms_factory;3014.00;12.05;1359.00;3.78;0
2;dockyard;2998.00;9.50;1357.00;-0.93;0
2;air_base;3002.00;10.65;1373.00;3.17;0
2;naval_base;3013.00;9.50;1348.00;0.32;1452
2;naval_base;2988.00;9.50;1366.00;-0.90;5579
2;naval_base;2996.00;9.50;1360.00;-0.93;5656
2;naval_base;3000.00;9.50;1354.00;-0.46;5656
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;bunker;2999.00;10.93;1374.00;5.84;0
2;bunker;3019.00;12.23;1360.00;2.22;0
2;bunker;3014.00;10.85;1354.00;4.89;0
2;bunker;3003.00;9.73;1358.00;2.73;0
2;bunker;2995.00;10.73;1371.00;4.29;0
2;bunker;3016.00;10.85;1354.00;0.67;0
2;bunker;2996.00;9.85;1364.00;3.34;0
2;coastal_bunker;2991.00;9.50;1362.00;-0.93;0
2;coastal_bunker;3011.00;9.50;1348.00;0.32;0
2;coastal_bunker;2987.00;9.50;1367.00;-0.90;0
2;coastal_bunker;3022.00;9.50;1347.00;0.17;0
2;coastal_bunker;3003.00;9.50;1353.00;-0.46;0
2;anti_air_building;3021.00;10.75;1353.00;1.18;0
2;anti_air_building;2999.00;9.70;1362.00;3.85;0
2;anti_air_building;3009.00;9.70;1352.00;0.23;0
2;radar_station;2986.00;9.50;1367.00;1.43;0
2;rocket_site;2992.00;11.80;1375.00;5.91;0
2;nuclear_reactor;3011.00;9.93;1352.00;0.84;0
2;synthetic_refinery;3015.00;10.85;1354.00;4.96;0
3;industrial_complex;2925.00;14.32;1445.00;4.22;0
3;industrial_complex;2923.00;13.48;1444.00;0.60;0
3;industrial_complex;2922.00;13.60;1455.00;2.16;0
3;industrial_complex;2918.00;13.10;1451.00;0.00;0
3;industrial_complex;2917.00;12.38;1450.00;2.66;0
3;industrial_complex;2925.00;14.35;1454.00;0.50;0
3;arms_factory;2918.00;11.40;1454.00;0.60;0
3;arms_factory;2915.00;11.10;1449.00;4.73;0
3;arms_factory;2927.00;14.07;1453.00;1.11;0
3;arms_factory;2920.00;13.43;1453.00;3.78;0
3;arms_factory;2916.00;10.90;1448.00;5.33;0
3;arms_factory;2919.00;12.90;1449.00;3.17;0
3;air_base;2920.00;13.88;1452.00;4.38;0
3;bunker;2929.00;14.15;1453.00;1.12;0
3;bunker;2920.00;13.23;1448.00;5.24;0
3;bunker;2922.00;14.18;1451.00;0.16;0
3;anti_air_building;2924.00;14.45;1451.00;4.29;0
3;anti_air_building;2921.00;13.30;1447.00;5.84;0
3;anti_air_building;2921.00;13.05;1446.00;2.22;0
3;radar_station;2911.00;9.50;1447.00;2.72;0
3;rocket_site;2919.00;12.28;1446.00;2.73;0
3;nuclear_reactor;2919.00;12.18;1445.00;4.29;0
3;synthetic_refinery;2927.00;14.73;1447.00;0.67;0
4;industrial_complex;3023.00;14.38;1466.00;2.16;0
4;industrial_complex;3007.00;15.15;1463.00;0.00;0
4;industrial_complex;3018.00;13.40;1475.00;2.66;0
4;industrial_complex;3020.00;13.05;1477.00;0.50;0
4;industrial_complex;3028.00;14.30;1473.00;0.60;0
4;industrial_complex;3013.00;14.20;1472.00;4.73;0
4;arms_factory;3015.00;13.80;1474.00;1.11;0
4;arms_factory;3012.00;13.98;1465.00;3.78;0
4;arms_factory;3027.00;14.13;1473.00;5.33;0
4;arms_factory;3015.00;12.88;1480.00;3.17;0
4;arms_factory;3019.00;13.43;1469.00;4.38;0
4;arms_factory;3025.00;13.82;1461.00;1.12;0
4;air_base;3026.00;13.88;1464.00;5.24;0
4;bunker;3014.00;12.73;1480.00;0.16;0
4;bunker;3005.00;14.35;1466.00;4.29;0
4;bunker;3021.00;12.98;1476.00;5.84;0
4;bunker;3026.00;13.70;1462.00;2.22;0
4;bunker;3016.00;13.60;1472.00;4.89;0
4;anti_air_building;3011.00;14.48;1472.00;2.73;0
4;anti_air_building;3005.00;15.30;1464.00;4.29;0
4;anti_air_building;3018.00;13.38;1472.00;0.67;0
4;radar_station;3003.00;15.85;1463.00;1.19;0
4;rocket_site;3020.00;14.00;1467.00;1.17;0
4;nuclear_reactor;3004.00;15.43;1464.00;2.74;0
4;synthetic_refinery;3010.00;13.05;1477.00;5.40;0
5;industrial_complex;3138.00;10.35;1597.00;2.66;0
5;industrial_complex;3112.00;9.68;1604.00;0.50;0
5;industrial_complex;3153.00;9.80;1601.00;0.60;0
5;industrial_complex;3139.00;10.23;1597.00;4.73;0
5;industrial_complex;3114.00;9.70;1604.00;1.11;0
5;industrial_complex;3155.00;9.80;1601.00;3.78;0
5;arms_factory;3133.00;10.40;1598.00;5.33;0
5;arms_factory;3120.00;9.80;1600.00;3.17;0
5;arms_factory;3157.00;9.80;1601.00;4.38;0
5;arms_factory;3120.00;9.80;1588.00;1.12;0
5;arms_factory;3115.00;9.80;1601.00;5.24;0
5;arms_factory;3161.00;9.80;1601.00;0.16;0
5;dockyard;3118.00;9.50;1612.00;-2.21;0
5;air_base;3117.00;9.80;1601.00;5.84;0
5;naval_base;3118.00;9.50;1612.00;-2.21;2309
5;bunker;3124.00;9.82;1588.00;4.89;0
5;bunker;3127.00;10.30;1597.00;2.73;0
5;bunker;3119.00;9.70;1609.00;4.29;0
5;bunker;3159.00;9.90;1600.00;0.67;0
5;bunker;3138.00;9.70;1608.00;3.34;0
5;bunker;3125.00;9.80;1606.00;1.17;0
5;bunker;3114.00;9.80;1597.00;2.74;0
5;bunker;3152.00;10.03;1599.00;5.40;0
5;bunker;3145.00;9.95;1597.00;3.24;0
5;bunker;3136.00;9.85;1590.00;3.34;0
5;bunker;3111.00;9.80;1590.00;1.18;0
5;coastal_bunker;3111.00;9.50;1608.00;-2.21;0
5;anti_air_building;3120.00;9.80;1606.00;0.23;0
5;anti_air_building;3141.00;9.80;1602.00;1.79;0
5;anti_air_building;3114.00;9.90;1594.00;5.91;0
5;radar_station;3106.00;9.80;1591.00;5.84;0
5;rocket_site;3143.00;9.80;1602.00;4.96;0
5;nuclear_reactor;3108.00;9.80;1595.00;1.70;0
5;synthetic_refinery;3123.00;9.80;1606.00;2.90;0
6;industrial_complex;2868.00;9.88;1539.00;0.60;0
6;industrial_complex;2889.00;9.93;1536.00;4.73;0
6;industrial_complex;2859.00;9.70;1531.00;1.11;0
6;industrial_complex;2862.00;10.28;1535.00;3.78;0
6;industrial_complex;2860.00;10.20;1538.00;5.33;0
6;industrial_complex;2885.00;9.93;1543.00;3.17;0
6;arms_factory;2873.00;9.75;1534.00;4.38;0
6;arms_factory;2859.00;9.70;1529.00;1.12;0
6;arms_factory;2874.00;9.70;1540.00;5.24;0
6;arms_factory;2880.00;9.70;1541.00;0.16;0
6;arms_factory;2884.00;9.82;1536.00;4.29;0
6;arms_factory;2852.00;9.68;1538.00;5.84;0
6;dockyard;2852.00;9.53;1542.00;-2.16;0
6;air_base;2874.00;9.63;1543.00;4.89;0
6;naval_base;2855.00;9.50;1544.00;-2.16;8621
6;naval_base;2851.00;9.60;1541.00;-2.50;8621
6;naval_base;2873.00;9.55;1544.00;-2.55;8621
6;bunker;2887.00;10.20;1542.00;3.34;0
6;bunker;2866.00;10.07;1536.00;1.17;0
6;bunker;2872.00;9.80;1532.00;2.74;0
6;bunker;2877.00;9.70;1538.00;5.40;0
6;bunker;2857.00;10.10;1536.00;3.24;0
6;bunker;2885.00;9.88;1541.00;3.34;0
6;bunker;2860.00;9.80;1532.00;1.18;0
6;bunker;2894.00;10.32;1538.00;3.85;0
6;coastal_bunker;2851.00;9.50;1542.00;-2.50;0
6;coastal_bunker;2873.00;9.50;1545.00;-2.55;0
6;coastal_bunker;2856.00;9.53;1544.00;-2.16;0
6;anti_air_building;2859.00;10.28;1536.00;0.84;0
6;anti_air_building;2878.00;9.82;1535.00;4.96;0
6;anti_air_building;2885.00;9.88;1541.00;1.70;0
